name,salary_from,salary_to,salary_currency,area_name,published_at
ИТ-специалист,200000.0,350000.0,KZT,Алматы,2022-12-15T14:57:31+0300
"Видеооператор (съемка, монтаж, моушен-дизайнер)",104000.0,124000.0,RUR,Москва,2022-12-15T16:11:51+0300
Главный системный администратор,100000.0,,RUR,Волгоград,2022-12-15T16:30:55+0300
Инженер ОПС,50000.0,70000.0,RUR,Самара,2022-12-15T17:24:47+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Лихославль,2022-12-15T15:26:38+0300
Руководитель проекта Битрикс24,,125000.0,RUR,Краснодар,2022-12-15T16:10:04+0300
Системный администратор,65000.0,,RUR,Санкт-Петербург,2022-12-15T18:00:41+0300
Токарь,45000.0,,RUR,Тула,2022-12-15T16:39:04+0300
Техник слаботочных систем,35000.0,,RUR,Калининград,2022-12-15T16:38:31+0300
Механик,54000.0,54000.0,RUR,Пенза,2022-12-15T18:45:21+0300
Старший системный администратор,,60000.0,RUR,Казань,2022-12-15T15:19:26+0300
Инсталлятор,,40000.0,RUR,Егорьевск,2022-12-15T13:05:18+0300
Механик по ремонту (грузовой автотранспорт),100000.0,115000.0,RUR,Челябинск,2022-12-15T15:24:25+0300
Заместитель директора департамента послепродажного обслуживания (дорожно-строительная техника),150000.0,,RUR,Москва,2022-12-15T15:39:54+0300
Специалист по ремонту холодильного оборудования,53000.0,,RUR,Тверь,2022-12-15T15:43:37+0300
Механик,250000.0,,KZT,Астана,2022-12-15T14:33:16+0300
Программист 1С,35000.0,50000.0,RUR,Улан-Удэ,2022-12-15T13:15:49+0300
Оператор станка с ЧПУ,45000.0,,RUR,Тверь,2022-12-15T13:24:03+0300
Fullstack Javascript Developer (Middle),170000.0,200000.0,RUR,Рязань,2022-12-15T16:08:12+0300
Системный администратор,75873.0,75873.0,RUR,Пушкино (Московская область),2022-12-15T13:38:41+0300
Тимлид мобильной разработки,400000.0,,RUR,Москва,2022-12-15T14:57:26+0300
Специалист по информационной безопасности,,90000.0,RUR,Уфа,2022-12-15T13:23:02+0300
Android developer Middle+,100000.0,100000.0,RUR,Москва,2022-12-15T14:43:23+0300
Слесарь-механик промышленного оборудования КИПиА,300000.0,350000.0,KZT,Уральск,2022-12-15T15:59:03+0300
Руководитель направления,120000.0,120000.0,RUR,Москва,2022-12-15T16:38:07+0300
Оператор станков с программным управлением,30000.0,,RUR,Ясногорск,2022-12-15T14:26:50+0300
Термист,40000.0,60000.0,RUR,Курган,2022-12-15T13:48:06+0300
Системный администратор,65000.0,,RUR,Краснодар,2022-12-15T13:44:23+0300
Junior PHP-разработчик,40000.0,,RUR,Ижевск,2022-12-15T16:50:19+0300
"Инженер - техник слаботочных систем, АПС",60000.0,,RUR,Санкт-Петербург,2022-12-15T14:52:39+0300
Оператор станков с ЧПУ,60000.0,,RUR,Ижевск,2022-12-15T23:05:12+0300
Оператор станков с программным управлением (Екатеринбург),120000.0,,RUR,Новоуральск,2022-12-15T12:48:14+0300
Инженер ОПС,50000.0,,RUR,Воронеж,2022-12-15T20:26:30+0300
Менеджер проектов / SEO team lead / Подработка,50000.0,90000.0,RUR,Москва,2022-12-15T19:36:49+0300
Строгальщик,120000.0,120000.0,RUR,Пермь,2022-12-15T13:51:21+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Семибратово,2022-12-15T15:26:38+0300
Редактор для маркетингового издания | Удаленно,40000.0,60000.0,RUR,Москва,2022-12-15T12:03:44+0300
Токарь,115000.0,125000.0,RUR,Рославль,2022-12-15T14:49:20+0300
Монтажник оборудования связи (разнорабочий),55000.0,70000.0,RUR,Энгельс,2022-12-15T14:24:14+0300
Специалист технической поддержки,35000.0,,RUR,Санкт-Петербург,2022-12-15T14:46:20+0300
Сервисный инженер,45000.0,,RUR,Курск,2022-12-15T15:48:31+0300
Битрикс24 (Bitrix24) - разработчик,,60000.0,RUR,Москва,2022-12-15T17:13:29+0300
Маркетолог-аналитик в IT,30000.0,50000.0,RUR,Красноярск,2022-12-15T15:21:29+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Тула,2022-12-15T15:58:30+0300
Начальник автоколонны,50000.0,60000.0,RUR,Кропоткин,2022-12-15T13:42:05+0300
Технический писатель,90000.0,,RUR,Москва,2022-12-15T15:43:15+0300
Диспетчер технической поддержки,30000.0,37000.0,RUR,Тула,2022-12-15T16:06:15+0300
"Backend Team lead (node.js) в b2b стартап Flang, экосистема для ритейла",200000.0,400000.0,RUR,Москва,2022-12-15T18:01:53+0300
Инсталлятор / Специалист по подключению абонентов / Монтажник интернет-сетей,53000.0,,RUR,Красноярск,2022-12-15T13:09:47+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Пучеж,2022-12-15T15:26:38+0300
Инженер-программист,100000.0,250000.0,RUR,Москва,2022-12-15T17:57:39+0300
Редактор-копирайтер,50000.0,,RUR,Санкт-Петербург,2022-12-15T15:49:06+0300
"Монтажник слаботочных систем (СКС, ОПС, СКУД, видеонаблюдение)",70000.0,,RUR,Екатеринбург,2022-12-15T16:01:59+0300
Системный аналитик,150000.0,200000.0,RUR,Москва,2022-12-15T15:29:09+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Юрьевец,2022-12-15T15:26:38+0300
Токарь,40000.0,,RUR,Волгоград,2022-12-15T15:15:12+0300
Оператор станка с ЧПУ,60000.0,80000.0,RUR,Реж,2022-12-15T14:22:53+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Наволоки,2022-12-15T15:26:38+0300
Бизнес-аналитик 1С,210000.0,,RUR,Москва,2022-12-15T12:59:06+0300
Механик,50000.0,80000.0,RUR,Уфа,2022-12-15T14:17:09+0300
Системный аналитик,,180000.0,RUR,Москва,2022-12-15T16:32:28+0300
Менеджер дизайнер (корпусной мебели),65000.0,,RUR,Пятигорск,2022-12-15T18:43:11+0300
Программист 1С,,90000.0,RUR,Тольятти,2022-12-15T14:30:51+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Владимир,2022-12-15T14:45:07+0300
Начальник автоколонны,50000.0,60000.0,RUR,Гулькевичи,2022-12-15T13:42:05+0300
Техник-курьер,400.0,2000.0,RUR,Белгород,2022-12-15T17:14:50+0300
Инженер/менеджер по оборудованию,68700.0,68700.0,RUR,Санкт-Петербург,2022-12-15T12:30:02+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Нижний Новгород,2022-12-15T14:45:07+0300
IТ инженер (Ленинградская область),66000.0,,RUR,Гатчина,2022-12-15T16:52:26+0300
Инженер АПС,250000.0,,KZT,Алматы,2022-12-15T12:03:52+0300
Программист микроконтроллеров / Embedded developer C / Разработчик С,100000.0,,RUR,Казань,2022-12-15T16:20:14+0300
"Помощник гибщика, рубщика",30000.0,,RUR,Йошкар-Ола,2022-12-15T15:17:09+0300
Электромеханик,57472.0,,RUR,Зеленоград,2022-12-15T15:14:28+0300
Руководитель онлайн-школы,100000.0,100000.0,RUR,Москва,2022-12-15T13:41:21+0300
Механик-наставник,100000.0,135000.0,RUR,Москва,2022-12-15T14:26:35+0300
Специалист технической поддержки (1 линия),40000.0,,RUR,Воронеж,2022-12-15T14:12:19+0300
Senior С++ Developer (удаленно),300000.0,450000.0,RUR,Новосибирск,2022-12-15T14:57:26+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Ярославль,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Уфа,2022-12-15T14:45:07+0300
Системный администратор,100000.0,100000.0,RUR,Москва,2022-12-15T17:24:52+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Некрасовское,2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Заволжск,2022-12-15T15:26:38+0300
Специалист по программно-техническому обеспечению,,45000.0,RUR,Великий Новгород,2022-12-15T22:26:41+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Омск,2022-12-15T15:58:30+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Южа,2022-12-15T15:26:38+0300
Консультант 1С:ЗУП (удаленно),160919.0,183908.0,RUR,Самара,2022-12-15T22:02:38+0300
Специалист технической поддержки,70000.0,80000.0,RUR,Москва,2022-12-15T14:18:41+0300
Токарь-универсал,94000.0,120000.0,RUR,Нижний Новгород,2022-12-15T16:07:46+0300
Механик,40000.0,40000.0,RUR,Салават,2022-12-15T13:16:53+0300
Рабочий по комплексному обслуживанию зданий,18000.0,30000.0,RUR,Кострома,2022-12-15T13:19:50+0300
Токарь-универсал,94000.0,120000.0,RUR,Шуя,2022-12-15T16:07:46+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Тейково,2022-12-15T15:26:38+0300
Специалист по технической поддержке магазинов (Приморский район),58000.0,,RUR,Санкт-Петербург,2022-12-15T16:27:45+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Самара,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Комсомольск (Ивановская область),2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Торопец,2022-12-15T15:26:38+0300
Специалист по верификации данных (со знанием английского языка),250.0,400.0,USD,Боржоми,2022-12-15T20:52:46+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Ярославль,2022-12-15T15:58:30+0300
Инженер по обслуживанию пожарной сигнализации,65000.0,,RUR,Севастополь,2022-12-15T17:24:53+0300
Консультант службы технической поддержки,40000.0,,RUR,Кемерово,2022-12-15T14:30:22+0300
Контролер технического состояния ТС,48000.0,,RUR,Красноярск,2022-12-15T13:21:21+0300
Системный аналитик,200000.0,280000.0,RUR,Москва,2022-12-15T17:53:03+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Ульяновск,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Казань,2022-12-15T14:45:07+0300
Токарь дип 300,114000.0,,RUR,Тамбов,2022-12-15T12:29:51+0300
Мастер-раскройщик участка лазерной резки,70000.0,80000.0,RUR,Москва,2022-12-15T13:06:17+0300
Специалист технической поддержки,,91900.0,RUR,Москва,2022-12-15T19:02:52+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Калининград,2022-12-15T15:58:30+0300
IТ инженер (Ленинградская область),66000.0,,RUR,Пушкин,2022-12-15T16:52:26+0300
Разработчик С#,,300000.0,RUR,Москва,2022-12-15T17:49:55+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Калуга,2022-12-15T15:58:30+0300
Токарь (Тамбовская область),96000.0,,RUR,Чебоксары,2022-12-15T14:23:53+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Набережные Челны,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Гаврилов-Ям,2022-12-15T15:26:38+0300
Копирайтер в крипто и NFT сфере,800.0,,USD,Москва,2022-12-15T15:45:18+0300
Техник,28000.0,,RUR,Миасс,2022-12-15T18:45:19+0300
Инженер КИПиА,100000.0,,RUR,Железнодорожный,2022-12-15T14:31:32+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Тверь,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Пенза,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Нелидово,2022-12-15T15:26:38+0300
Инженер АСУ ТП (с навыками программирования),50000.0,70000.0,RUR,Краснодар,2022-12-15T16:33:58+0300
Столяр-краснодеревщик,35000.0,65000.0,RUR,Ижевск,2022-12-15T12:23:29+0300
Консультант 1С / Специалист технической поддержки 1С,60000.0,,RUR,Новосибирск,2022-12-15T14:11:27+0300
Токарь (Тамбовская область),96000.0,,RUR,Екатеринбург,2022-12-15T14:23:53+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Приволжск,2022-12-15T15:26:38+0300
Токарь-универсал,70000.0,94000.0,RUR,Набережные Челны,2022-12-15T16:15:20+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Казань,2022-12-15T15:01:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Иваново (Ивановская область),2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Тверь,2022-12-15T15:26:38+0300
Инженер по ИБ/Специалист отдела по защите информации,60000.0,,RUR,Москва,2022-12-15T14:07:36+0300
Сетевой инженер,70000.0,120000.0,RUR,Казань,2022-12-15T16:37:43+0300
Software developer,150000.0,,RUR,Армения,2022-12-15T12:05:16+0300
Специалист по технической поддержке магазинов (Петроградский район),58000.0,,RUR,Санкт-Петербург,2022-12-15T16:27:52+0300
Руководитель службы технического состояния транспорта,100000.0,117000.0,RUR,Пенза,2022-12-15T12:12:52+0300
Главный механик,50000.0,,RUR,Ульяновск,2022-12-15T13:13:27+0300
Строгальщик,120000.0,120000.0,RUR,Чебоксары,2022-12-15T13:51:21+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Кимры,2022-12-15T15:26:38+0300
UX/UI Designer,,3000.0,USD,Санкт-Петербург,2022-12-15T15:46:11+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Пермь,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Бежецк,2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Осташков,2022-12-15T15:26:38+0300
Сервисный инженер/Техник по ремонту банкоматов,40000.0,,RUR,Екатеринбург,2022-12-15T16:38:31+0300
Оператор станка ЧПУ,60000.0,80000.0,RUR,Екатеринбург,2022-12-15T13:35:49+0300
Токарь (Тамбовская область),96000.0,,RUR,Орел,2022-12-15T14:23:53+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Липецк,2022-12-15T14:45:07+0300
Токарь-универсал,94000.0,120000.0,RUR,Кострома,2022-12-15T16:07:46+0300
Копирайтер / Редактор / Оператор обработки текста и ввода данных (удаленно),25000.0,80000.0,RUR,Тула,2022-12-15T15:35:08+0300
Инженер-электронщик,,60000.0,RUR,Казань,2022-12-15T17:24:52+0300
Специалист по верификации данных (со знанием английского),250.0,400.0,USD,Гянджа,2022-12-15T20:52:46+0300
Специалист технической поддержки. Удаленно,30000.0,,RUR,Тюмень,2022-12-15T16:58:03+0300
Инженер группы телефонии,90000.0,105000.0,RUR,Санкт-Петербург,2022-12-15T18:24:05+0300
Оператор станка с ЧПУ,33000.0,,RUR,Кострома,2022-12-15T14:14:46+0300
Токарь-расточник,109000.0,,RUR,Санкт-Петербург,2022-12-15T17:00:13+0300
Токарь (Тамбовская область),96000.0,,RUR,Ульяновск,2022-12-15T14:23:53+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Кохма,2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Рыбинск,2022-12-15T15:26:38+0300
Механик,50000.0,,RUR,Ижевск,2022-12-15T15:42:59+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Переславль-Залесский,2022-12-15T15:26:38+0300
Токарь (Тамбовская область),96000.0,,RUR,Рязань,2022-12-15T14:23:53+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Родники,2022-12-15T15:26:38+0300
"Специалист технической поддержки/консультант (проект ""Инфоклиника"")",30000.0,,RUR,Волгоград,2022-12-15T14:50:42+0300
Ведущий инженер,60000.0,,RUR,Екатеринбург,2022-12-15T14:53:21+0300
Начинающий специалист по обслуживанию банкоматов,35000.0,,RUR,Барнаул,2022-12-15T18:25:01+0300
Специалист по станционному оборудованию,50000.0,,RUR,Тарко-Сале,2022-12-15T12:15:47+0300
Инженер-холодильщик,65000.0,,RUR,Бердск,2022-12-15T13:10:37+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Щелково,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Бологое,2022-12-15T15:26:38+0300
Программист 1С (удаленная работа),140000.0,170000.0,RUR,Нижний Новгород,2022-12-15T20:26:31+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Владимир,2022-12-15T15:26:38+0300
Python / Django разработчик (TeamLead / CTO),800000.0,1500000.0,KZT,Атырау,2022-12-15T16:09:13+0300
Специалист технической поддержки,30000.0,40000.0,RUR,Рязань,2022-12-15T12:44:18+0300
Механик-холодильщик,65000.0,,RUR,Новосибирск,2022-12-15T13:10:37+0300
Оператор фрезерного станка с ЧПУ по дереву/пластику,,40000.0,RUR,Кострома,2022-12-15T17:23:39+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Рязань,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Киров (Кировская область),2022-12-15T14:45:07+0300
Проектный аналитик,,120000.0,RUR,Екатеринбург,2022-12-15T14:59:17+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Рязань,2022-12-15T13:24:34+0300
Специалист по IT,30000.0,,RUR,Альметьевск,2022-12-15T18:45:19+0300
"Механик участка (ЯНАО, Новый порт)",100000.0,100000.0,RUR,Тюмень,2022-12-15T13:52:01+0300
Сервисный инженер по обслуживанию ОПС,90000.0,150000.0,RUR,Москва,2022-12-15T14:50:53+0300
Инженер-программист,78000.0,,RUR,Москва,2022-12-15T15:04:40+0300
Редактор-корректор,60000.0,,RUR,Москва,2022-12-15T14:59:06+0300
Фрезеровщик,115000.0,,RUR,Тула,2022-12-15T13:11:42+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Рыбинск,2022-12-15T14:45:07+0300
Наладчик-оператор станков с ЧПУ в Санкт-Петербург,,110000.0,RUR,Уфа,2022-12-15T12:03:58+0300
Токарь,60000.0,,RUR,Тамбов,2022-12-15T12:13:42+0300
Программист 1С,80000.0,,RUR,Набережные Челны,2022-12-15T16:33:36+0300
Главный механик,35000.0,40000.0,RUR,Вологда,2022-12-15T13:36:58+0300
Наладчик станков с ЧПУ,,60000.0,RUR,Набережные Челны,2022-12-15T17:12:35+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Пермь,2022-12-15T15:01:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Ярославль,2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Данилов,2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Калязин,2022-12-15T15:26:38+0300
Токарь-универсал,94000.0,120000.0,RUR,Арзамас,2022-12-15T16:07:46+0300
Руководитель проектов по Битрикс24,,125000.0,RUR,Санкт-Петербург,2022-12-15T14:51:31+0300
Механик по ремонту,60000.0,100000.0,RUR,Новосибирск,2022-12-15T13:10:49+0300
Оператор станков с ПУ,110000.0,,RUR,Санкт-Петербург,2022-12-15T15:55:47+0300
Токарь (Тамбовская область),96000.0,,RUR,Воронеж,2022-12-15T14:23:53+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Фурманов,2022-12-15T15:26:38+0300
Системный администратор,40000.0,,RUR,Волгоград,2022-12-15T15:46:59+0300
Наладчик термопласт автоматов ТПА на производство,,62000.0,RUR,Москва,2022-12-15T15:55:04+0300
Инженер-холодильщик,65000.0,,RUR,Лебедевка,2022-12-15T13:10:37+0300
Администратор по информационной безопасности,,55000.0,RUR,Новосибирск,2022-12-15T16:06:04+0300
Инженер-программист,83600.0,,RUR,Балашиха,2022-12-15T15:04:40+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Тамбов,2022-12-15T14:45:07+0300
Оператор станков с программным управлением (Екатеринбург),120000.0,,RUR,Магнитогорск,2022-12-15T12:45:22+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Москва,2022-12-15T14:45:07+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Челябинск,2022-12-15T15:58:30+0300
Инженер по торговому и холодильному оборудованию,52000.0,,RUR,Калуга,2022-12-15T20:34:44+0300
Системный администратор,40000.0,40000.0,RUR,Иркутск,2022-12-15T12:12:07+0300
Вечерний сотрудник в отдел технической поддержки,65000.0,85000.0,RUR,Псков,2022-12-15T16:57:35+0300
Мастер по ремонту телефонов и планшетов,50000.0,,RUR,Нижний Новгород,2022-12-15T12:05:39+0300
Токарь-универсал 4 разряда,50000.0,60000.0,RUR,Нижний Новгород,2022-12-15T16:29:31+0300
Токарь,115000.0,125000.0,RUR,Суворов,2022-12-15T14:49:43+0300
Оператор станков с ЧПУ,60000.0,,RUR,Екатеринбург,2022-12-15T12:57:07+0300
Программист 1С: ЗУП,220000.0,,RUR,Санкт-Петербург,2022-12-15T18:09:21+0300
Токарь (Тамбовская область),96000.0,,RUR,Киров (Кировская область),2022-12-15T14:23:53+0300
Фрезеровщик,75000.0,100000.0,RUR,Санкт-Петербург,2022-12-15T16:57:50+0300
Слесарь МСР,55000.0,65000.0,RUR,Москва,2022-12-15T12:29:39+0300
Механик по ремонту станков с ЧПУ,,80000.0,RUR,Электросталь,2022-12-15T13:31:37+0300
"Тестировщик / QA (web, python) (Томск)",75000.0,,RUR,Томск,2022-12-15T17:38:05+0300
Инженер отдела сервисного обслуживания,40000.0,80000.0,RUR,Пенза,2022-12-15T14:34:53+0300
Токарь (Тамбовская область),96000.0,,RUR,Липецк,2022-12-15T14:23:53+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Уфа,2022-12-15T15:01:07+0300
Оператор фрезерного станка с ЧПУ Siemens (ул. Монастырка),50000.0,70000.0,RUR,Нижний Новгород,2022-12-15T17:12:47+0300
Токарь-универсал (ул. Монастырка),50000.0,70000.0,RUR,Нижний Новгород,2022-12-15T16:05:38+0300
Руководитель проекта,100000.0,,RUR,Москва,2022-12-15T14:11:14+0300
Python developer Middle+,200000.0,220000.0,RUR,Новосибирск,2022-12-15T17:22:30+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Тольятти,2022-12-15T14:45:07+0300
Оператор call-центра (удаленно после работы в офисе),40000.0,,RUR,Санкт-Петербург,2022-12-15T17:55:44+0300
Ведущий программист 1С,200000.0,240000.0,RUR,Москва,2022-12-15T13:37:58+0300
Разработчик 1С:ЗУП,150000.0,290000.0,RUR,Краснодар,2022-12-15T12:13:47+0300
Инженер по торговому и холодильному оборудованию,52000.0,,RUR,Смоленск,2022-12-15T20:34:44+0300
Системный аналитик (Middle/Senior),190000.0,,RUR,Москва,2022-12-15T17:13:06+0300
Программист 1С,180000.0,,RUR,Москва,2022-12-15T16:25:16+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Кострома,2022-12-15T15:58:30+0300
Оператор станков с ПУ,105000.0,120000.0,RUR,Мурманск,2022-12-15T15:58:30+0300
Инженер-программист АСУ ТП,69935.0,138471.0,RUR,Октябрьский (Республика Башкортостан),2022-12-15T16:21:45+0300
Специалист по обслуживанию слаботочных систем/техник/инженер,60000.0,65000.0,RUR,Санкт-Петербург,2022-12-15T12:57:30+0300
Удаленный сотрудник обработки информации и ввода данных,25000.0,70000.0,RUR,Старая Русса,2022-12-15T12:48:30+0300
Шлифовщик (Ярославская область),96000.0,,RUR,Тобольск,2022-12-15T14:45:07+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Шуя,2022-12-15T15:26:38+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Торжок,2022-12-15T15:26:38+0300
Дизайнер-конструктор наружной рекламы,40000.0,80000.0,RUR,Ростов-на-Дону,2022-12-15T15:28:58+0300
Специалист сервисного центра,30000.0,,RUR,Тамбов,2022-12-15T14:15:52+0300
Ведущий инженер АСУ,33000.0,,RUR,Чернушка,2022-12-15T14:08:53+0300
"Слесарь механосборочных работ на обдирке, точке, шлифовке металлических изделий абразивными кругами",50000.0,65000.0,RUR,Колпино,2022-12-15T16:45:08+0300
Ведущий аккаунт-менеджер (Менеджер проектов),50000.0,95000.0,RUR,Челябинск,2022-12-15T20:26:30+0300
Фрезеровщик,40000.0,60000.0,RUR,Пенза,2022-12-15T16:31:22+0300
Сервисный инженер / инженер оборудования магазинов,58000.0,,RUR,Санкт-Петербург,2022-12-15T16:27:57+0300
Механик (котельная),30000.0,,RUR,Фурманов,2022-12-15T14:14:14+0300
Распиловщик,55000.0,70000.0,RUR,Санкт-Петербург,2022-12-15T18:19:17+0300
Маляр-плиточник (м. Новокузнецкая),72727.0,72727.0,RUR,Москва,2022-12-15T12:35:31+0300
Токарь (Тамбовская область),96000.0,,RUR,Ярославль,2022-12-15T14:23:53+0300
Оператор станка с ЧПУ,80000.0,,RUR,Грозный,2022-12-15T16:08:15+0300
Оператор станков с программным управлением,60000.0,,RUR,Новочеркасск,2022-12-15T16:49:33+0300
Программист 1 С (middle),130000.0,160000.0,RUR,Москва,2022-12-15T15:28:53+0300
Фрезеровщик,115000.0,,RUR,Обнинск,2022-12-15T13:46:51+0300
Медник,105000.0,105000.0,RUR,Новосибирск,2022-12-15T17:07:25+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Самара,2022-12-15T15:01:07+0300
"Техник по ремонту, обслуживанию",400.0,2000.0,RUR,Новороссийск,2022-12-15T17:20:44+0300
Наладчик технологического оборудования,57725.0,,RUR,Зеленоград,2022-12-15T15:10:17+0300
Техник-курьер,400.0,2000.0,RUR,Волгоград,2022-12-15T17:16:34+0300
Шлифовщик (Ярославская область),97000.0,105000.0,RUR,Ростов (Ярославская область),2022-12-15T15:26:38+0300
Программист 1С Middle,1000.0,2500.0,USD,Ташкент,2022-12-15T16:18:30+0300
Инженер-наладчик,240000.0,,KZT,Семей,2022-12-15T13:50:22+0300
Специалист отдела развития партнёров,20000.0,,RUR,Ростов-на-Дону,2022-12-15T17:24:38+0300
Токарь,45000.0,,RUR,Москва,2022-12-15T18:27:32+0300
DevOps Engineer,350000.0,,RUR,Москва,2022-12-15T15:30:44+0300
Кредитный аналитик,92000.0,,RUR,Санкт-Петербург,2022-12-15T15:31:00+0300
1С Программист/ Разработчик,150000.0,,RUR,Санкт-Петербург,2022-12-15T13:15:15+0300
"Стажер (ручное тестирование, SIES)",,20000.0,RUR,Уфа,2022-12-15T15:09:39+0300
Специалист по видеофиксации,44000.0,,RUR,Наро-Фоминск,2022-12-15T13:01:37+0300
Токарь 3 разряд,130000.0,,RUR,Торжок,2022-12-15T16:21:51+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Екатеринбург,2022-12-15T15:01:07+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Кострома,2022-12-15T15:01:07+0300
Оператор – наладчик станков продольного точения с ЧПУ на предприятие (г. Белово),75000.0,100000.0,RUR,Белово,2022-12-15T15:15:03+0300
Токарь,90000.0,,RUR,Набережные Челны,2022-12-15T14:43:56+0300
Токарь 3 разряд,130000.0,,RUR,Тверь,2022-12-15T16:21:51+0300
Ведущий инженер по ремонту оборудования,112000.0,,RUR,Калининград,2022-12-15T16:55:42+0300
Аналитик,45000.0,,RUR,Тюмень,2022-12-15T12:05:28+0300
Фрезеровщик-универсал,45000.0,,RUR,Чебоксары,2022-12-15T12:51:50+0300
"Web-разработчик Битрикс (php, bitrix, веб разработчик)",150000.0,,RUR,Москва,2022-12-15T14:42:35+0300
Токарь-универсал,70000.0,130000.0,RUR,Калуга,2022-12-15T16:55:29+0300
Строгальщик,120000.0,120000.0,RUR,Лысьва,2022-12-15T13:51:21+0300
Фрезеровщик,,80000.0,RUR,Балашиха,2022-12-15T15:04:40+0300
Системный администратор,30000.0,40000.0,RUR,Волгоград,2022-12-15T15:43:45+0300
Копирайтер / Редактор / Оператор обработки текста и ввода данных (удаленно),,80000.0,RUR,Тверь,2022-12-15T15:35:18+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Саратов,2022-12-15T15:01:07+0300
Наладчик станков с ЧПУ (Тамбовская область),110000.0,,RUR,Нижний Новгород,2022-12-15T13:24:34+0300
